brand,model,processor_brand,processor_model,processor_generation,processor_cores,processor_threads,cpu_base_clock_ghz,cpu_boost_clock_ghz,gpu_brand,gpu_model,gpu_memory_gb,ram_gb,ram_type,ram_speed_mhz,storage_type,storage_capacity_gb,screen_size_inches,screen_resolution,refresh_rate_hz,panel_type,touchscreen,operating_system,battery_capacity_wh,weight_kg,release_year,warranty_years,webcam_resolution,wifi_version,bluetooth_version,keyboard_backlit,fingerprint_sensor,price_rupees
Microsoft,Surface Laptop 5 13.5,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,Intel,Iris Xe Graphics,0,16,DDR5,5200,NVMe SSD,2048,16.0,2880x1800,120,OLED,No,Windows 11 Home,94,2.33,2023,1,720p,Wi-Fi 6E,5.3,No,No,148990
Razer,Blade 14 2023,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce RTX 4090,16,32,DDR5,5600,SSD,1024,13.6,2560x1664,60,IPS,No,Windows 11 Home,58,1.62,2024,3,1080p,Wi-Fi 6E,5.3,Yes,No,272990
Acer,Nitro 5 AN515-58,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 3050,6,32,DDR5,5600,SSD,1024,16.0,2560x1600,120,IPS,No,Windows 11 Pro,86,3.02,2022,1,720p,Wi-Fi 5,5.0,Yes,Yes,143990
Apple,MacBook Pro M2 Max 16,Apple,M1,1,8,8,3.2,3.2,Apple,Apple M1 8-core,0,16,LPDDR5,6400,NVMe SSD,4096,16.2,3456x2234,120,Liquid Retina XDR,No,macOS Sonoma,56,1.87,2025,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,212659
Razer,Blade 16 2024,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,NVIDIA,GeForce RTX 3050,6,16,LPDDR5,5200,SSD,512,15.6,1920x1080,60,IPS,No,Windows 11 Home,65,2.1,2023,1,720p,Wi-Fi 6,5.2,Yes,No,98990
Razer,Blade 14 2023,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,NVIDIA,GeForce MX550,2,64,DDR5,5600,NVMe SSD,1024,14.0,2880x1800,90,OLED,No,Windows 11 Home,77,2.17,2024,2,720p,Wi-Fi 6E,5.3,Yes,Yes,183990
MSI,Modern 14 C12M,Intel,Core i3-1315U,13,6,8,1.2,4.5,Intel,Arc Graphics,0,32,LPDDR5X,7467,NVMe SSD,4096,14.0,2880x1800,120,OLED,Yes,Windows 11 Home,69,1.34,2024,1,1080p,Wi-Fi 6E,5.3,No,Yes,148990
ASUS,Zenbook 14 OLED UX3402VA,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,AMD,Radeon 780M,0,32,DDR5,5600,NVMe SSD,4096,17.3,1920x1080,144,IPS,No,Windows 11 Home,89,2.77,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,159990
Apple,MacBook Pro M2 Pro 14,Apple,M1,1,8,8,3.2,3.2,Apple,Apple M1 7-core,0,16,LPDDR5,6400,NVMe SSD,4096,13.6,2560x1664,60,IPS,No,macOS Sonoma,90,1.06,2025,1,1080p,Wi-Fi 7,5.4,Yes,Yes,215115
Samsung,Galaxy Book4 360,AMD,Ryzen 7 7730U,3,8,16,2.0,4.5,AMD,Radeon 610M,0,16,LPDDR5,5200,NVMe SSD,1024,16.0,2560x1600,165,IPS,Yes,Windows 11 Home,79,2.5,2024,1,1080p,Wi-Fi 7,5.4,Yes,Yes,98990
Dell,G15 5525,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce MX550,2,16,DDR5,4800,SSD,256,16.0,2560x1600,120,IPS,No,Windows 11 Pro,68,2.45,2023,2,1080p,Wi-Fi 5,5.0,Yes,Yes,90990
Huawei,MateBook 14 2023,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,AMD,Radeon 740M,0,24,DDR5,4800,NVMe SSD,1024,16.0,1920x1200,60,IPS,No,Windows 11 Home,85,1.97,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,85990
MSI,Stealth 14 Studio A13VE,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-45,0,32,LPDDR5X,6400,NVMe SSD,2048,15.6,1920x1080,144,IPS,No,Windows 11 Pro,60,1.21,2024,1,1080p,Wi-Fi 7,5.4,Yes,No,122990
Razer,Blade 16 2024,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 4070,8,8,DDR5,4800,SSD,512,16.0,2560x1600,120,IPS,No,Windows 11 Pro,81,2.26,2022,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,138990
Microsoft,Surface Laptop 5 13.5,Intel,Core i7-13700H,13,14,20,2.4,5.0,Intel,Iris Xe Graphics,0,24,DDR5,4800,SSD,2048,17.3,1920x1080,144,IPS,No,Windows 11 Home,90,2.55,2024,3,1080p,Wi-Fi 7,5.4,Yes,Yes,139990
Razer,Blade 14 2023,Intel,Core i5-13420H,13,8,12,2.1,4.6,NVIDIA,GeForce RTX 5050,8,24,DDR5,4800,SSD,1024,16.0,2880x1800,120,OLED,No,Windows 11 Home,84,3.02,2024,1,1080p,Wi-Fi 7,5.4,Yes,Yes,164990
Samsung,Galaxy Book3 Pro 360,Intel,Core i7-1260P,12,12,16,1.5,4.7,NVIDIA,GeForce RTX 4050,6,8,DDR5,4800,NVMe SSD,4096,16.0,2560x1600,165,IPS,Yes,Windows 11 Pro,93,2.02,2024,1,1080p,Wi-Fi 7,5.4,No,No,166990
HP,Omen Transcend 14-fb0000TX,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 3050,6,8,DDR5,4800,SSD,1024,15.6,2560x1440,165,IPS,No,Windows 11 Pro,64,2.01,2025,1,1080p,Wi-Fi 7,5.4,Yes,No,122990
Infinix,InBook X2 Slim,Intel,Core i3-1315U,13,6,8,1.2,4.5,Intel,Iris Xe Graphics,0,16,DDR5,5200,SSD,1024,15.6,1920x1080,144,IPS,No,Windows 11 Home,82,2.48,2024,1,1080p,Wi-Fi 6E,5.3,No,Yes,54990
LG,Gram 17 2023,AMD,Ryzen 3 7320U,3,4,8,2.4,4.1,AMD,Radeon 780M,0,32,DDR5,5600,SSD,2048,17.3,1920x1080,144,IPS,Yes,Windows 11 Home,95,2.19,2024,1,720p,Wi-Fi 6E,5.3,Yes,Yes,117990
Dell,Vostro 14 3430,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,NVIDIA,GeForce MX550,2,16,DDR4,3200,SSD,2048,16.0,2880x1800,120,OLED,No,Windows 11 Home,86,1.76,2023,3,1080p,Wi-Fi 6E,5.3,Yes,No,129990
Acer,Predator Triton Neo 16,Intel,Core i5-13420H,13,8,12,2.1,4.6,NVIDIA,GeForce RTX 5050,8,16,DDR5,5200,SSD,256,16.0,2880x1800,120,OLED,No,Windows 11 Home,75,2.07,2022,1,1080p,Wi-Fi 5,5.0,Yes,No,112990
Dell,G15 5530,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,NVIDIA,GeForce RTX 5050,8,24,DDR5,4800,NVMe SSD,2048,15.6,1920x1080,144,IPS,No,Windows 11 Home,89,2.7,2022,1,1080p,Wi-Fi 7,5.4,Yes,Yes,154990
Gigabyte,Aorus 15 BSF,Intel,Core i9-13900H,13,14,20,1.9,5.4,NVIDIA,GeForce RTX 5050,8,32,LPDDR5X,7467,NVMe SSD,2048,16.0,1920x1200,60,IPS,No,Windows 11 Pro,70,2.21,2024,1,720p,Wi-Fi 7,5.4,Yes,Yes,191990
HP,15s-fy5004TU,AMD,Ryzen 5 7520U,3,4,8,2.8,4.3,AMD,Radeon 610M,0,16,DDR5,4800,SSD,256,15.6,1920x1080,144,IPS,No,Windows 11 Pro,76,1.47,2022,1,1080p,Wi-Fi 6,5.2,Yes,No,53990
Dell,Latitude 3440,AMD,Ryzen 3 7320U,3,4,8,2.4,4.1,AMD,Radeon 610M,0,32,DDR5,5600,SSD,1024,16.0,2560x1600,165,IPS,No,Windows 11 Home,71,2.74,2024,2,1080p,Wi-Fi 6E,5.3,Yes,No,93990
Gigabyte,G5 KF,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce RTX 3050,6,64,DDR5,5600,SSD,1024,17.3,1920x1080,144,IPS,No,Windows 11 Home,83,2.31,2023,2,1080p,Wi-Fi 6,5.2,Yes,No,209990
Samsung,Galaxy Book3 Pro 360,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,UHD Graphics,0,8,DDR4,3200,NVMe SSD,512,15.6,1920x1080,144,IPS,Yes,Windows 11 Home,54,2.32,2025,3,1080p,Wi-Fi 6E,5.3,Yes,No,64990
Lenovo,LOQ 15ARP9,Intel,Core i7-13700H,13,14,20,2.4,5.0,NVIDIA,GeForce RTX 3050,6,64,DDR5,5600,NVMe SSD,4096,14.0,2880x1800,90,OLED,No,Windows 11 Home,83,1.92,2024,2,1080p,Wi-Fi 7,5.4,Yes,No,249990
Microsoft,Surface Laptop Studio 2,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,Arc Graphics,0,24,DDR5,4800,NVMe SSD,1024,14.0,2880x1800,90,OLED,No,Windows 11 Home,68,1.22,2023,1,720p,Wi-Fi 6,5.2,No,No,114990
MSI,Summit E14 Flip Evo,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,Intel,UHD Graphics,0,24,DDR5,4800,NVMe SSD,1024,14.0,2880x1800,120,OLED,Yes,Windows 11 Home,71,1.39,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,152990
Razer,Blade 14 2023,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 2050,4,8,DDR4,3200,NVMe SSD,2048,14.0,1920x1200,60,IPS,No,Windows 11 Home,57,1.46,2025,2,1080p,Wi-Fi 7,5.4,Yes,No,120990
Microsoft,Surface Laptop Studio 2,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,Arc Graphics,0,16,DDR5,5200,NVMe SSD,512,13.3,1920x1200,60,IPS,No,Windows 11 Pro,48,1.24,2023,1,1080p,Wi-Fi 6,5.2,Yes,No,60990
Apple,MacBook Pro M3 Max 16,Apple,M3 Max,3,14,14,4.05,4.05,Apple,Apple M3 Max 30-core,0,32,LPDDR5,6400,SSD,1024,16.2,3456x2234,120,Liquid Retina XDR,No,macOS Sequoia,87,2.4,2024,1,720p,Wi-Fi 6E,5.3,Yes,Yes,428502
ASUS,Vivobook S15 S5504VA,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 4060,8,16,DDR5,5200,SSD,256,13.6,2560x1664,60,IPS,No,Windows 11 Home,78,1.08,2024,1,1080p,Wi-Fi 6E,5.3,No,Yes,136990
LG,Gram 16 2023,AMD,Ryzen 7 7730U,3,8,16,2.0,4.5,NVIDIA,GeForce RTX 4050,6,32,LPDDR5X,7467,NVMe SSD,1024,15.6,1920x1080,144,IPS,Yes,Windows 11 Home,74,2.23,2024,1,720p,Wi-Fi 6E,5.3,Yes,No,157990
LG,Gram SuperSlim 15,Qualcomm,Snapdragon X Elite X1E-80-100,1,12,12,3.4,4.0,Qualcomm,Adreno X1-85,0,24,DDR5,4800,NVMe SSD,4096,14.0,2880x1800,90,OLED,No,Windows 11 Home,66,1.78,2024,3,1080p,Wi-Fi 7,5.4,Yes,Yes,175990
HP,Victus 15-fb0147AX,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce RTX 4090,16,64,DDR5,5600,SSD,1024,16.0,2880x1800,120,OLED,No,Windows 11 Home,53,2.34,2024,1,720p,Wi-Fi 6E,5.3,Yes,No,350990
Microsoft,Surface Laptop Studio 2,Intel,Core i5-1335U,13,10,12,1.3,4.6,Intel,Iris Xe Graphics,0,32,DDR5,5600,SSD,512,16.0,2560x1600,120,IPS,No,Windows 11 Home,79,2.56,2024,3,1080p,Wi-Fi 7,5.4,Yes,No,97990
Acer,Swift Go 14 SFG14-41,Intel,Core i7-13700H,13,14,20,2.4,5.0,Intel,UHD Graphics,0,8,DDR5,4800,NVMe SSD,2048,14.0,2880x1800,120,OLED,No,Windows 11 Home,72,2.28,2024,1,1080p,Wi-Fi 7,5.4,Yes,No,98990
Acer,Aspire 3 A314-23,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,Intel,Arc Graphics,0,16,LPDDR5,6400,NVMe SSD,1024,15.6,2560x1440,165,IPS,No,Windows 11 Home,94,2.34,2024,3,1080p,Wi-Fi 6E,5.3,Yes,No,116990
Apple,MacBook Pro M3 14,Apple,M3,3,8,8,4.05,4.05,Apple,Apple M3 10-core,0,8,LPDDR5,6400,NVMe SSD,1024,13.6,2560x1664,60,IPS,No,macOS Sequoia,77,1.42,2023,3,1080p,Wi-Fi 7,5.4,Yes,Yes,79579
Gigabyte,G5 KF,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,AMD,Radeon 780M,0,32,LPDDR5X,7467,NVMe SSD,4096,14.0,1920x1200,60,IPS,No,Windows 11 Pro,58,2.11,2024,2,1080p,Wi-Fi 6E,5.3,No,No,172990
Razer,Blade 16 2024,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 2050,4,16,LPDDR5,5200,SSD,512,13.6,2560x1664,60,IPS,No,Windows 11 Home,89,1.55,2024,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,103990
Microsoft,Surface Laptop 5 13.5,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,Iris Xe Graphics,0,32,LPDDR5X,7467,SSD,1024,15.6,1920x1080,60,IPS,Yes,Windows 11 Home,48,1.58,2022,1,1080p,Wi-Fi 6,5.2,Yes,No,125990
ASUS,TUF Gaming A15 FA566NFR,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,NVIDIA,GeForce RTX 4080,12,24,DDR5,4800,SSD,512,15.6,2560x1440,165,IPS,No,Windows 11 Home,67,1.51,2024,1,720p,Wi-Fi 7,5.4,Yes,Yes,215990
Infinix,InBook X2 Slim,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,AMD,Radeon 740M,0,16,LPDDR5,5200,NVMe SSD,2048,15.6,2560x1440,165,IPS,Yes,Windows 11 Home,82,1.42,2024,2,1080p,Wi-Fi 7,5.4,Yes,No,89990
Apple,MacBook Air M1 13,Apple,M2,2,8,8,3.49,3.49,Apple,Apple M2 8-core,0,8,LPDDR5,6400,SSD,1024,13.6,2560x1664,60,IPS,No,macOS Sonoma,81,1.37,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,60835
Dell,Latitude 7440,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,AMD,Radeon 740M,0,16,LPDDR5,5200,SSD,512,14.0,2880x1800,90,OLED,No,Windows 11 Home,53,1.69,2023,3,1080p,Wi-Fi 6E,5.3,Yes,No,89990
Samsung,Galaxy Book4 360,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,AMD,Radeon 740M,0,32,DDR5,5600,SSD,1024,15.6,2560x1440,165,IPS,Yes,Windows 11 Pro,53,1.61,2025,3,720p,Wi-Fi 6E,5.3,No,Yes,118990
Apple,MacBook Pro M2 Pro 14,Apple,M3 Max,3,14,14,4.05,4.05,Apple,Apple M3 Max 30-core,0,64,LPDDR5,6400,NVMe SSD,2048,13.6,2560x1664,60,IPS,No,macOS Sequoia,62,1.01,2023,1,720p,Wi-Fi 6,5.2,Yes,Yes,712161
Infinix,Zero Book Ultra,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,AMD,Radeon 610M,0,16,DDR5,5200,NVMe SSD,1024,16.0,1920x1200,60,IPS,Yes,Windows 11 Home,76,1.81,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,81990
HP,ProBook 440 G9,Intel,Core i5-1335U,13,10,12,1.3,4.6,Intel,UHD Graphics,0,16,DDR5,4800,NVMe SSD,1024,16.0,2880x1800,120,OLED,No,Windows 11 Pro,74,2.59,2022,3,1080p,Wi-Fi 7,5.4,Yes,Yes,86990
Infinix,Zero Book Ultra,Intel,Core i9-13900H,13,14,20,1.9,5.4,Intel,Arc Graphics,0,32,LPDDR5X,7467,SSD,512,14.0,1920x1200,60,IPS,No,Windows 11 Home,59,2.41,2023,1,1080p,Wi-Fi 6,5.2,Yes,Yes,127990
Huawei,MateBook 14 2023,AMD,Ryzen 5 7530U,3,6,12,2.0,4.5,AMD,Radeon 760M,0,32,LPDDR5X,7467,NVMe SSD,2048,15.6,1920x1080,144,IPS,No,Windows 11 Home,82,2.3,2022,2,1080p,Wi-Fi 6,5.2,No,No,109990
Lenovo,IdeaPad Slim 5 14IRL8,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-85,0,16,DDR4,3200,NVMe SSD,2048,14.0,2880x1800,90,OLED,No,Windows 11 Pro,73,1.54,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,98990
Huawei,MateBook 14 2023,Intel,Core i3-1215U,12,6,8,1.2,4.4,Intel,UHD Graphics,0,24,DDR5,4800,NVMe SSD,4096,13.3,1920x1200,60,IPS,No,Windows 11 Pro,86,1.4,2024,1,1080p,Wi-Fi 7,5.4,Yes,No,102990
Huawei,MateBook X Pro 2023,Intel,Core i5-13450HX,13,10,16,2.4,4.6,Intel,Arc Graphics,0,16,DDR5,5200,SSD,2048,15.6,1920x1080,144,IPS,Yes,Windows 11 Home,42,1.46,2022,1,1080p,Wi-Fi 7,5.4,No,Yes,98990
MSI,Modern 15 B12M,AMD,Ryzen 3 7320U,3,4,8,2.4,4.1,AMD,Radeon 780M,0,16,DDR4,3200,SSD,2048,15.6,1920x1080,144,IPS,Yes,Windows 11 Home,48,1.6,2024,1,1080p,Wi-Fi 7,5.4,Yes,Yes,79990
Lenovo,LOQ 15IRX9,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,NVIDIA,GeForce RTX 4080,12,64,DDR5,5600,SSD,2048,16.0,2560x1600,165,IPS,No,Windows 11 Home,76,2.1,2022,1,720p,Wi-Fi 7,5.4,Yes,No,318990
MSI,Prestige 14 EVO B13M,Intel,Core i7-13620H,13,10,16,2.4,4.9,Intel,UHD Graphics,0,16,DDR5,4800,NVMe SSD,512,17.3,1920x1080,144,IPS,Yes,Windows 11 Home,86,1.91,2025,1,720p,Wi-Fi 6E,5.3,No,Yes,95990
Huawei,MateBook X Pro 2023,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,UHD Graphics,0,16,LPDDR5,5200,NVMe SSD,1024,14.0,1920x1200,60,IPS,No,Windows 11 Home,68,1.68,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,60990
Lenovo,IdeaPad Slim 3 14IAH8,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,Intel,Arc Graphics,0,64,DDR5,5600,NVMe SSD,2048,15.6,1920x1080,144,IPS,No,Windows 11 Home,82,1.93,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,234990
Dell,XPS 13 9320,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,Intel,Arc Graphics,0,32,LPDDR5X,7467,SSD,512,14.0,2880x1800,120,OLED,No,Windows 11 Pro,45,1.5,2025,1,1080p,Wi-Fi 7,5.4,Yes,No,157990
Huawei,MateBook X Pro 2023,Intel,Core i5-13450HX,13,10,16,2.4,4.6,Intel,Arc Graphics,0,8,DDR5,4800,SSD,256,14.0,1920x1200,60,IPS,No,Windows 11 Home,75,1.9,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,52990
Lenovo,ThinkPad E15 Gen 4,AMD,Ryzen 3 7320U,3,4,8,2.4,4.1,AMD,Radeon 610M,0,16,DDR5,5200,SSD,512,15.6,2560x1440,165,IPS,No,Windows 11 Home,65,1.23,2025,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,52990
Lenovo,IdeaPad Slim 3 14IAH8,Intel,Core i3-1215U,12,6,8,1.2,4.4,Intel,Iris Xe Graphics,0,16,LPDDR5,5200,NVMe SSD,2048,14.0,1920x1200,60,IPS,Yes,Windows 11 Home,77,2.31,2024,2,1080p,Wi-Fi 6E,5.3,No,No,70990
HP,Omen 16-wd0000TX,Intel,Core i5-13450HX,13,10,16,2.4,4.6,NVIDIA,GeForce MX550,2,32,LPDDR5X,7467,SSD,1024,14.0,1920x1200,60,IPS,No,Windows 11 Home,73,1.55,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,113990
Acer,Nitro 5 AN515-58,Intel,Core i9-13900H,13,14,20,1.9,5.4,NVIDIA,GeForce RTX 5070,8,16,DDR5,4800,NVMe SSD,4096,15.6,1920x1080,60,IPS,No,Windows 11 Pro,82,2.55,2023,1,720p,Wi-Fi 6E,5.3,Yes,Yes,220990
Huawei,MateBook X Pro 2023,Intel,Core i3-1215U,12,6,8,1.2,4.4,Intel,UHD Graphics,0,32,LPDDR5X,7467,NVMe SSD,2048,16.0,2880x1800,120,OLED,No,Windows 11 Home,86,2.16,2022,1,1080p,Wi-Fi 5,5.0,Yes,Yes,119990
Microsoft,Surface Laptop Studio 2,Intel,Core i7-13620H,13,10,16,2.4,4.9,Intel,Arc Graphics,0,16,DDR4,3200,SSD,512,16.0,1920x1200,60,IPS,Yes,Windows 11 Home,88,2.18,2023,1,1080p,Wi-Fi 6,5.2,Yes,No,99990
Infinix,Zero Book Ultra,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,UHD Graphics,0,16,DDR4,3200,SSD,2048,14.0,1920x1200,60,IPS,Yes,Windows 11 Pro,48,1.39,2025,1,1080p,Wi-Fi 7,5.4,Yes,Yes,93990
Samsung,Galaxy Book3 Pro 360,Intel,Core i5-1335U,13,10,12,1.3,4.6,Intel,Arc Graphics,0,16,DDR5,5200,SSD,256,14.0,2880x1800,90,OLED,Yes,Windows 11 Pro,47,2.18,2024,2,720p,Wi-Fi 6E,5.3,Yes,Yes,86990
Razer,Blade 16 2024,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 5060,8,16,DDR5,4800,SSD,512,15.6,2560x1440,165,IPS,No,Windows 11 Pro,48,1.54,2023,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,155990
Acer,Aspire 5 A515-57,Intel,Core i3-1215U,12,6,8,1.2,4.4,NVIDIA,GeForce RTX 2050,4,32,LPDDR5X,7467,NVMe SSD,4096,17.3,1920x1080,144,IPS,Yes,Windows 11 Home,97,2.06,2022,2,720p,Wi-Fi 6,5.2,No,No,154990
Apple,MacBook Pro M3 Pro 14,Apple,M2,2,8,8,3.49,3.49,Apple,Apple M2 8-core,0,16,LPDDR5,6400,NVMe SSD,4096,13.6,2560x1664,60,IPS,No,macOS Sonoma,91,1.29,2025,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,230752
Gigabyte,Aorus 15 BSF,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,NVIDIA,GeForce RTX 5060,8,8,DDR4,3200,NVMe SSD,2048,17.3,1920x1080,144,IPS,No,Windows 11 Home,79,2.62,2024,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,159990
Gigabyte,G5 KF,Intel,Core i3-1315U,13,6,8,1.2,4.5,NVIDIA,GeForce MX550,2,32,DDR5,5600,NVMe SSD,1024,17.3,1920x1080,144,IPS,Yes,Windows 11 Pro,77,1.99,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,106990
LG,Gram 17 2023,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-45,0,64,DDR5,5600,NVMe SSD,1024,16.0,2560x1600,120,IPS,Yes,Windows 11 Home,96,2.67,2025,3,1080p,Wi-Fi 6E,5.3,Yes,Yes,169990
LG,Gram 16 2023,Intel,Core i3-1215U,12,6,8,1.2,4.4,Intel,UHD Graphics,0,16,LPDDR5,5200,SSD,2048,17.3,1920x1080,144,IPS,Yes,Windows 11 Home,75,2.63,2024,1,720p,Wi-Fi 7,5.4,Yes,Yes,93990
Razer,Blade 16 2024,Intel,Core i5-13450HX,13,10,16,2.4,4.6,NVIDIA,GeForce RTX 4050,6,64,DDR5,5600,NVMe SSD,2048,16.0,2560x1600,120,IPS,No,Windows 11 Home,56,2.81,2025,2,1080p,Wi-Fi 7,5.4,Yes,Yes,232990
Razer,Blade 14 2023,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,NVIDIA,GeForce RTX 4050,6,64,DDR5,5600,NVMe SSD,512,14.0,1920x1200,60,IPS,No,Windows 11 Home,84,2.02,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,211990
Dell,XPS 13 9320,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-85,0,16,LPDDR5,5200,SSD,1024,16.0,2560x1600,165,IPS,Yes,Windows 11 Home,70,1.97,2022,1,1080p,Wi-Fi 5,5.0,Yes,Yes,98990
Infinix,Zero Book Ultra,Intel,Core i5-13450HX,13,10,16,2.4,4.6,NVIDIA,GeForce MX550,2,16,LPDDR5,6400,NVMe SSD,1024,16.0,1920x1200,60,IPS,No,Windows 11 Home,85,2.34,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,76990
Acer,Aspire 5 A515-57,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,Iris Xe Graphics,0,8,DDR5,4800,SSD,512,16.0,1920x1200,60,IPS,Yes,Windows 11 Home,89,2.47,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,48990
ASUS,Zenbook 14X OLED UX3404VA,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,AMD,Radeon 760M,0,32,LPDDR5X,7467,NVMe SSD,512,14.0,2880x1800,120,OLED,Yes,Windows 11 Home,45,1.72,2025,2,1080p,Wi-Fi 6E,5.3,Yes,No,138990
Razer,Blade 16 2024,Intel,Core i7-13700H,13,14,20,2.4,5.0,NVIDIA,GeForce RTX 3050,6,8,DDR4,3200,SSD,2048,14.0,1920x1200,60,IPS,No,Windows 11 Home,55,1.9,2025,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,123990
Apple,MacBook Pro M3 14,Apple,M2,2,8,8,3.49,3.49,Apple,Apple M2 10-core,0,16,LPDDR5,6400,NVMe SSD,512,13.6,2560x1664,60,IPS,No,macOS Sonoma,55,1.31,2022,1,1080p,Wi-Fi 7,5.4,Yes,Yes,107136
Razer,Blade 16 2024,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,NVIDIA,GeForce MX550,2,24,DDR5,4800,SSD,2048,15.6,2560x1440,165,IPS,No,Windows 11 Home,50,2.18,2025,3,1080p,Wi-Fi 6E,5.3,Yes,Yes,149990
Gigabyte,Aorus 15 BSF,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce RTX 2050,4,16,LPDDR5,6400,SSD,512,16.0,2560x1600,165,IPS,No,Windows 11 Pro,57,2.28,2024,1,720p,Wi-Fi 7,5.4,Yes,No,109990
Microsoft,Surface Laptop Studio 2,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,Arc Graphics,0,32,LPDDR5X,6400,NVMe SSD,2048,13.6,2560x1664,60,IPS,No,Windows 11 Pro,51,1.26,2022,1,720p,Wi-Fi 6,5.2,Yes,No,108990
Huawei,MateBook 14 2023,AMD,Ryzen 7 7730U,3,8,16,2.0,4.5,AMD,Radeon 610M,0,8,DDR5,4800,NVMe SSD,512,15.6,1920x1080,144,IPS,Yes,Windows 11 Home,80,2.14,2025,1,1080p,Wi-Fi 7,5.4,Yes,Yes,67990
